Elementis,https://www.sharecast.com/equity/Elementis
Energean Oil & Gas,https://www.sharecast.com/equity/Energean_Oil_Gas
Equiniti Group,https://www.sharecast.com/equity/Equiniti_Group
Essentra,https://www.sharecast.com/equity/Essentra
Euromoney Institutional Investor,https://www.sharecast.com/equity/Euromoney_Institutional_Investor
European Opportunities Trust,https://www.sharecast.com/equity/European_Opportunities_Trust
F&C Investment Trust,https://www.sharecast.com/equity/FC_Investment_Trust
FDM Group (Holdings),https://www.sharecast.com/equity/FDM_Group_Holdings
Ferrexpo,https://www.sharecast.com/equity/Ferrexpo
Fidelity China Special Situations,https://www.sharecast.com/equity/Fidelity_China_Special_Situations
Fidelity European Values,https://www.sharecast.com/equity/Fidelity_European_Values
Fidelity Special Values,https://www.sharecast.com/equity/Fidelity_Special_Values-13103
Finablr,https://www.sharecast.com/equity/Finablr
Finsbury Growth & Income Trust,https://www.sharecast.com/equity/Finsbury_Growth_Income_Trust
FirstGroup,https://www.sharecast.com/equity/FirstGroup
Fisher (James) & Sons,https://www.sharecast.com/equity/Fisher_James_Sons
Foresight Solar Fund Limited,https://www.sharecast.com/equity/Foresight_Solar_Fund_Limited
Frasers Group,https://www.sharecast.com/equity/Frasers_Group
Fresnillo,https://www.sharecast.com/equity/Fresnillo
Future,https://www.sharecast.com/equity/Future-13245
G4S,https://www.sharecast.com/equity/G4S
Galliford Try,https://www.sharecast.com/equity/Galliford_Try-13124
Games Workshop Group,https://www.sharecast.com/equity/Games_Workshop_Group
GCP Infrastructure Investments Ltd,https://www.sharecast.com/equity/GCP_Infrastructure_Investments_Ltd
GCP Student Living,https://www.sharecast.com/equity/GCP_Student_Living
Genesis Emerging Markets Fund Ltd Ptg NPV,https://www.sharecast.com/equity/Genesis_Emerging_Markets_Fund_Ltd_Ptg_NPV
Genus,https://www.sharecast.com/equity/Genus
Go-Ahead Group,https://www.sharecast.com/equity/Go-Ahead_Group
Grafton Group Units,https://www.sharecast.com/equity/Grafton_Group_Units
Grainger,https://www.sharecast.com/equity/Grainger
Great Portland Estates,https://www.sharecast.com/equity/Great_Portland_Estates
Greencoat UK Wind,https://www.sharecast.com/equity/Greencoat_UK_Wind
Greencore Group,https://www.sharecast.com/equity/Greencore_Group
Greggs,https://www.sharecast.com/equity/Greggs
GVC Holdings,https://www.sharecast.com/equity/GVC_Holdings
Hammerson,https://www.sharecast.com/equity/Hammerson
HarbourVest Global Private Equity Limited A Shs,https://www.sharecast.com/equity/HarbourVest_Global_Private_Equity_Limited_A_Shs
Hastings Group Holdings,https://www.sharecast.com/equity/Hastings_Group_Holdings
Hays,https://www.sharecast.com/equity/Hays
HELIOS TOWERS,https://www.sharecast.com/equity/HELIOS_TOWERS
Henderson Smaller Companies Inv Trust,https://www.sharecast.com/equity/Henderson_Smaller_Companies_Inv_Trust
Herald Investment Trust,https://www.sharecast.com/equity/Herald_Investment_Trust
HGCapital Trust,https://www.sharecast.com/equity/HGCapital_Trust-356911
HICL Infrastructure,https://www.sharecast.com/equity/HICL_Infrastructure
Hill & Smith Holdings,https://www.sharecast.com/equity/Hill_Smith_Holdings
Hilton Food Group,https://www.sharecast.com/equity/Hilton_Food_Group
Hiscox Limited (DI),https://www.sharecast.com/equity/Hiscox_Limited_DI
Hochschild Mining,https://www.sharecast.com/equity/Hochschild_Mining
Homeserve,https://www.sharecast.com/equity/Homeserve-13297
Howden Joinery Group,https://www.sharecast.com/equity/Howden_Joinery_Group
Hunting,https://www.sharecast.com/equity/Hunting
Hyve Group,https://www.sharecast.com/equity/Hyve_Group
Ibstock,https://www.sharecast.com/equity/Ibstock
ICG Enterprise Trust,https://www.sharecast.com/equity/ICG_Enterprise_Trust
IG Group Holdings,https://www.sharecast.com/equity/IG_Group_Holdings
IMI,https://www.sharecast.com/equity/IMI
Inchcape,https://www.sharecast.com/equity/Inchcape
IntegraFin Holding,https://www.sharecast.com/equity/IntegraFin_Holding
Intermediate Capital Group,https://www.sharecast.com/equity/Intermediate_Capital_Group-13153
International Public Partnerships Ltd.,https://www.sharecast.com/equity/International_Public_Partnerships_Ltd
Investec,https://www.sharecast.com/equity/Investec
IP Group,https://www.sharecast.com/equity/IP_Group
IWG,https://www.sharecast.com/equity/IWG
John Laing Group,https://www.sharecast.com/equity/John_Laing_Group
JPMorgan American Inv Trust,https://www.sharecast.com/equity/JPMorgan_American_Inv_Trust
JPMorgan Emerging Markets Inv Trust,https://www.sharecast.com/equity/JPMorgan_Emerging_Markets_Inv_Trust
JPMorgan Indian Investment Trust,https://www.sharecast.com/equity/JPMorgan_Indian_Investment_Trust
JPMorgan Japanese Inv Trust,https://www.sharecast.com/equity/JPMorgan_Japanese_Inv_Trust
Jupiter Fund Management,https://www.sharecast.com/equity/Jupiter_Fund_Management
Just Group,https://www.sharecast.com/equity/Just_Group
Kainos Group,https://www.sharecast.com/equity/Kainos_Group
KAZ Minerals,https://www.sharecast.com/equity/Kaz_Minerals
Lancashire Holdings Limited,https://www.sharecast.com/equity/Lancashire_Holdings_Limited
Law Debenture Corp.,https://www.sharecast.com/equity/Law_Debenture_Corp
LondonMetric Property,https://www.sharecast.com/equity/LondonMetric_Property
LXI Reit,https://www.sharecast.com/equity/LXI_Reit
Man Group,https://www.sharecast.com/equity/Man_Group-13972
Marks & Spencer Group,https://www.sharecast.com/equity/Marks_Spencer_Group
Marshalls,https://www.sharecast.com/equity/Marshalls
Marston's,https://www.sharecast.com/equity/Marstons
McCarthy & Stone,https://www.sharecast.com/equity/McCarthy_Stone
Mediclinic International,https://www.sharecast.com/equity/Mediclinic_International
Mercantile Investment Trust (The),https://www.sharecast.com/equity/Mercantile_Investment_Trust_The-13676
Micro Focus International,https://www.sharecast.com/equity/Micro_Focus_International
Millennium & Copthorne Hotels,https://www.sharecast.com/equity/Millennium_Copthorne_Hotels
Mitchells & Butlers,https://www.sharecast.com/equity/Mitchells_Butlers
Moneysupermarket.com Group,https://www.sharecast.com/equity/Moneysupermarketcom_Group
Monks Inv Trust,https://www.sharecast.com/equity/Monks_Inv_Trust
Morgan Advanced Materials,https://www.sharecast.com/equity/Morgan_Advanced_Materials
Morgan Sindall Group,https://www.sharecast.com/equity/Morgan_Sindall_Group
Murray International Trust,https://www.sharecast.com/equity/Murray_International_Trust
National Express Group,https://www.sharecast.com/equity/National_Express_Group
Network International Holdings,https://www.sharecast.com/equity/Network_International_Holdings
NewRiver REIT,https://www.sharecast.com/equity/NewRiver_REIT
NextEnergy Solar Fund Limited Red,https://www.sharecast.com/equity/NextEnergy_Solar_Fund_Limited_Red
OneSavings Bank,https://www.sharecast.com/equity/OneSavings_Bank
Oxford Instruments,https://www.sharecast.com/equity/Oxford_Instruments
Pagegroup,https://www.sharecast.com/equity/Pagegroup
Pantheon International,https://www.sharecast.com/equity/Pantheon_International
Paragon Banking Group,https://www.sharecast.com/equity/Paragon_Banking_Group
PayPoint,https://www.sharecast.com/equity/PayPoint
Pennon Group,https://www.sharecast.com/equity/Pennon_Group
Perpetual Income & Growth Inv Trust,https://www.sharecast.com/equity/Perpetual_Income_Growth_Inv_Trust
Pershing Square Holdings Ltd NPV,https://www.sharecast.com/equity/Pershing_Square_Holdings_Ltd_NPV
Personal Assets Trust,https://www.sharecast.com/equity/Personal_Assets_Trust
Petrofac Ltd.,https://www.sharecast.com/equity/Petrofac_Ltd
Pets at Home Group,https://www.sharecast.com/equity/Pets_at_Home_Group
Playtech,https://www.sharecast.com/equity/Playtech
Plus500 Ltd (DI),https://www.sharecast.com/equity/Plus500_Ltd_DI
Polar Capital Technology Trust,https://www.sharecast.com/equity/Polar_Capital_Technology_Trust
Pollen Street Secured Lending,https://www.sharecast.com/equity/Pollen_Street_Secured_Lending
Polypipe Group,https://www.sharecast.com/equity/Polypipe_Group
PPHE Hotel Group Ltd,https://www.sharecast.com/equity/PPHE_Hotel_Group_Ltd
Premier Oil,https://www.sharecast.com/equity/Premier_Oil
Primary Health Properties,https://www.sharecast.com/equity/Primary_Health_Properties-13238
Provident Financial,https://www.sharecast.com/equity/Provident_Financial
PureTech Health,https://www.sharecast.com/equity/PureTech_Health
PZ Cussons,https://www.sharecast.com/equity/PZ_Cussons
QinetiQ Group,https://www.sharecast.com/equity/QinetiQ_Group
Quilter,https://www.sharecast.com/equity/Quilter
Rank Group,https://www.sharecast.com/equity/Rank_Group
Rathbone Brothers,https://www.sharecast.com/equity/Rathbone_Brothers
Redrow,https://www.sharecast.com/equity/Redrow-13248
Renishaw,https://www.sharecast.com/equity/Renishaw
Restaurant Group,https://www.sharecast.com/equity/Restaurant_Group
RHI Magnesita N.V. (DI),https://www.sharecast.com/equity/RHI_Magnesita_NV_DI
RIT Capital Partners,https://www.sharecast.com/equity/RIT_Capital_Partners
Rotork,https://www.sharecast.com/equity/Rotork-13261
Royal Mail,https://www.sharecast.com/equity/Royal_Mail
Sabre Insurance Group,https://www.sharecast.com/equity/Sabre_Insurance_Group
Safestore Holdings,https://www.sharecast.com/equity/Safestore_Holdings
Sanne Group,https://www.sharecast.com/equity/Sanne_Group
Savills,https://www.sharecast.com/equity/Savills
Schroder Asia Pacific Fund,https://www.sharecast.com/equity/Schroder_Asia_Pacific_Fund
Schroder Oriental Income Fund Ltd.,https://www.sharecast.com/equity/Schroder_Oriental_Income_Fund_Ltd
Scottish Inv Trust,https://www.sharecast.com/equity/Scottish_Inv_Trust
Senior,https://www.sharecast.com/equity/Senior
Sequoia Economic Infrastructure Income Fund Limited,https://www.sharecast.com/equity/Sequoia_Economic_Infrastructure_Income_Fund_Limited
Serco Group,https://www.sharecast.com/equity/Serco_Group
Shaftesbury,https://www.sharecast.com/equity/Shaftesbury
SIG,https://www.sharecast.com/equity/SIG
Signature Aviation,https://www.sharecast.com/equity/Signature_Aviation-13624
Sirius Minerals,https://www.sharecast.com/equity/Sirius_Minerals
Sirius Real Estate Ltd.,https://www.sharecast.com/equity/Sirius_Real_Estate_Ltd
Smithson Investment Trust,https://www.sharecast.com/equity/Smithson_Investment_Trust
Softcat,https://www.sharecast.com/equity/Softcat
Spectris,https://www.sharecast.com/equity/Spectris
Spirent Communications,https://www.sharecast.com/equity/Spirent_Communications
SSP Group,https://www.sharecast.com/equity/SSP_Group
St. Modwen Properties,https://www.sharecast.com/equity/St_Modwen_Properties
Stagecoach Group,https://www.sharecast.com/equity/Stagecoach_Group
Syncona Limited NPV,https://www.sharecast.com/equity/Syncona_Limited_NPV
Synthomer,https://www.sharecast.com/equity/Synthomer
TalkTalk Telecom Group,https://www.sharecast.com/equity/TalkTalk_Telecom_Group
Tate & Lyle,https://www.sharecast.com/equity/Tate_Lyle
TBC Bank Group,https://www.sharecast.com/equity/TBC_Bank_Group
Telecom Plus,https://www.sharecast.com/equity/Telecom_Plus
Temple Bar Inv Trust,https://www.sharecast.com/equity/Temple_Bar_Inv_Trust
Templeton Emerging Markets Inv Trust,https://www.sharecast.com/equity/Templeton_Emerging_Markets_Inv_Trust
The Renewables Infrastructure Group Limited,https://www.sharecast.com/equity/The_Renewables_Infrastructure_Group_Limited
TI Fluid Systems,https://www.sharecast.com/equity/TI_Fluid_Systems
TP ICAP,https://www.sharecast.com/equity/TP_ICAP
TR Property Inv Trust,https://www.sharecast.com/equity/TR_Property_Inv_Trust
Trainline,https://www.sharecast.com/equity/Trainline
Travis Perkins,https://www.sharecast.com/equity/Travis_Perkins
Tritax Big Box Reit,https://www.sharecast.com/equity/Tritax_Big_Box_Reit
Tullow Oil,https://www.sharecast.com/equity/Tullow_Oil
UDG Healthcare Public Limited Company,https://www.sharecast.com/equity/UDG_Healthcare_Public_Limited_Company
UK Commercial Property Reit Limited,https://www.sharecast.com/equity/UK_Commercial_Property_Reit_Limited
Ultra Electronics Holdings,https://www.sharecast.com/equity/Ultra_Electronics_Holdings
Unite Group,https://www.sharecast.com/equity/Unite_Group
Vesuvius,https://www.sharecast.com/equity/Vesuvius
Victrex plc,https://www.sharecast.com/equity/Victrex_plc
Vietnam Enterprise Investments (DI),https://www.sharecast.com/equity/Vietnam_Enterprise_Investments_DI
VinaCapital Vietnam Opportunity Fund Ltd.,https://www.sharecast.com/equity/VinaCapital_Vietnam_Opportunity_Fund_Ltd-360211
Virgin Money UK,https://www.sharecast.com/equity/Virgin_Money_UK
Vistry Group,https://www.sharecast.com/equity/Vistry_Group
Vivo Energy,https://www.sharecast.com/equity/Vivo_Energy
Watches of Switzerland Group,https://www.sharecast.com/equity/Watches_of_Switzerland_Group
Weir Group,https://www.sharecast.com/equity/Weir_Group
Wetherspoon (J.D.),https://www.sharecast.com/equity/Wetherspoon_JD
WH Smith,https://www.sharecast.com/equity/WH_Smith
William Hill,https://www.sharecast.com/equity/William_Hill
Witan Inv Trust,https://www.sharecast.com/equity/Witan_Inv_Trust-13715
Wizz Air Holdings,https://www.sharecast.com/equity/Wizz_Air_Holdings
Wood Group (John),https://www.sharecast.com/equity/Wood_Group_John
Workspace Group,https://www.sharecast.com/equity/Workspace_Group
Worldwide Healthcare Trust,https://www.sharecast.com/equity/Worldwide_Healthcare_Trust
